academic_performance,internship,starting_salary
Medium,1,39648.93
Medium,1,42896.05
Low,0,32810.38
Medium,0,32866.97
Medium,0,39750.47
Low,0,22093.53
High,0,49737.49
Low,0,37043.41
Low,0,31343.47
Medium,0,46090.82
High,0,50133.21
High,1,56823.96
Medium,0,35779.67
Low,0,33498.84
High,0,46870.34
High,0,43896.7
Low,0,29770.25
Medium,0,32471.1
Medium,0,43173.46
Medium,0,49666.01
High,0,48582.24
Low,1,33811.74
Medium,0,42510.6
Low,0,32972.79
Medium,1,45649.07
Medium,0,31891.11
Low,0,36031.43
Medium,0,45379.24
High,0,43892.85
Medium,1,31006.89
Medium,0,53617.33
Low,0,26368.6
Medium,0,32946.18
Medium,0,25477.79
High,0,47460.31
Low,0,32757.05
Medium,0,49583.02
Low,0,28103.81
Low,0,20907.68
Medium,0,42166.15
Low,0,31453.66
Low,0,26508.11
Medium,0,38409.45
Medium,1,45770.21
Medium,0,44030.03
Medium,1,47777.56
Medium,0,41325.3
Medium,0,40244.55
Low,1,44712.19
Medium,1,47718.57
Low,0,35545.36
High,1,59382.48
Medium,0,41767.04
Low,0,37450.77
Medium,1,41205.02
High,0,54131.13
Low,0,23419.18
Low,0,30329.81
High,1,45348.33
Low,0,23706.56
Low,0,27887.34
Medium,0,49101.11
Medium,1,44175.48
Medium,0,43676.86
Medium,0,47544.42
High,0,48887.71
Medium,1,53613.85
High,1,54803.97
Medium,0,34864.97
Low,0,35508.93
High,0,53138.8
Low,0,28509.52
Medium,1,40219.11
Low,0,35040.65
Medium,1,39453.16
High,1,44158.0
Medium,0,45822.05
Low,0,34414.34
Low,1,38403.24
Medium,0,38602.27
Low,0,33423.2
Medium,1,41230.03
Medium,1,45898.69
Medium,0,48894.25
Medium,1,44838.94
Medium,1,47371.79
Low,1,28324.43
Medium,0,37625.58
High,0,48889.02
Low,0,35521.19
Low,0,40310.94
Medium,1,46714.49
Low,0,21364.57
Low,0,24104.7
Medium,0,45796.44
Low,0,26506.22
Low,0,33891.45
High,0,51790.36
Low,0,30225.27
High,1,56392.02
Low,0,30913.83
High,1,48382.29
Medium,1,43576.18
Low,0,40678.17
Medium,1,39496.32
High,1,49347.98
Low,0,27742.52
Medium,1,54473.32
Medium,1,40467.87
Medium,1,42570.02
Medium,1,39916.7
Low,1,32389.86
Low,0,28605.05
Medium,1,47462.84
High,1,46859.33
Medium,0,41234.49
Medium,0,35072.64
Low,0,32234.38
Medium,0,32543.3
Medium,0,38610.3
Medium,1,40397.09
High,1,55512.95
Low,0,37866.9
Low,0,32967.76
High,0,53122.83
Low,0,29644.3
Medium,0,39019.58
Medium,0,39298.84
Medium,0,38742.39
Low,0,26876.63
Low,0,26332.45
Medium,0,36240.01
Low,0,28564.18
Medium,1,40236.06
Medium,0,41025.41
Medium,1,37418.9
Medium,1,46773.72
High,1,54879.32
Medium,0,48272.29
Medium,0,46492.64
High,0,44700.99
Medium,0,39909.53
High,0,51646.89
Low,0,26966.69
High,1,50462.65
Medium,0,41187.15
High,0,53300.67
High,1,55155.05
Low,1,34147.1
Medium,1,44079.37
Medium,0,34342.24
Low,0,33509.49
Medium,1,46027.67
Low,0,30626.36
High,1,57391.42
Low,1,48161.46
Medium,0,49417.87
Low,0,32253.0
Low,0,26912.65
Medium,1,49312.15
Medium,0,38887.53
Low,1,35656.52
High,1,59243.19
Low,0,32564.19
Medium,1,45961.69
Medium,1,47915.19
Medium,0,45472.14
Low,0,23409.36
Medium,1,47741.96
Medium,1,40503.12
Low,0,32207.41
Low,1,29103.36
Low,1,35166.76
Low,1,35633.21
Low,0,29540.72
Low,0,33315.22
Medium,0,38418.36
Medium,1,43797.13
Medium,0,39579.63
Low,0,26683.52
Medium,1,42740.04
Medium,0,43610.36
Medium,0,43845.49
Medium,1,41077.64
Medium,0,43381.26
Low,1,27669.03
Medium,0,38399.16
Low,0,24327.4
High,1,55384.35
Medium,1,45035.2
Medium,1,52004.77
High,1,61583.9
Medium,1,42769.66
Medium,0,40238.55
Low,0,25589.27
Medium,0,36726.42
High,0,42305.67
High,1,57821.94
Medium,1,41335.76
Medium,0,36265.17
Medium,0,37636.13
Medium,1,42570.19
Medium,1,40526.3
Medium,0,43997.26
Medium,0,40221.76
High,0,46599.26
Medium,0,39650.28
Low,0,29044.66
Low,0,29100.74
High,0,52924.23
High,1,56870.85
Medium,0,49589.87
Medium,0,35123.89
High,1,63426.22
High,1,56714.33
Medium,1,44558.64
Low,0,25458.33
Medium,0,37074.62
Low,1,35639.97
High,0,44619.56
Low,0,29528.08
Medium,1,54375.84
Medium,0,41334.28
Medium,1,47253.81
Medium,1,39863.39
Low,0,32431.32
Medium,0,32201.97
Medium,1,33573.31
Medium,0,42279.15
High,1,55658.82
Medium,1,51913.07
Medium,0,31077.85
Medium,0,44104.22
Medium,1,43864.32
Medium,0,43515.91
Medium,1,37899.75
High,1,57341.57
Medium,1,37213.88
Medium,1,51890.38
Medium,0,37115.55
Medium,1,43958.77
Medium,1,46786.0
High,1,50451.77
Low,0,33686.39
Medium,0,45784.47
Medium,1,37133.82
Low,0,27688.42
High,1,52048.59
Low,0,24819.96
Low,0,29707.5
High,1,56957.4
Low,0,25780.73
Medium,0,48093.29
High,1,54950.62
Medium,1,45691.15
Medium,1,45975.51
Low,0,22935.72
Low,0,22112.86
Medium,0,46034.73
Low,0,36539.76
Medium,1,49811.03
Medium,0,37735.8
Medium,1,41225.25
Low,0,27227.28
Medium,0,29602.53
Medium,1,43480.6
Low,1,34483.75
Medium,1,44216.84
Medium,0,36471.64
High,1,56083.71
High,1,60114.21
Medium,0,34944.96
Medium,0,37329.59
Low,0,11086.92
Low,0,36242.28
High,1,52214.68
Low,0,30496.12
Medium,0,37392.84
Low,0,30417.4
Low,0,32681.02
Medium,0,36654.86
Low,0,32262.08
Medium,0,31119.69
Low,0,33588.84
Medium,0,35644.0
Medium,0,42834.03
Medium,1,47408.09
Medium,0,53429.47
Low,0,34447.12
Medium,1,51053.9
Medium,0,41383.84
High,1,55791.09
Low,0,20466.03
Low,1,41940.25
Low,0,39759.43
Low,0,29941.13
Low,1,31498.4
Medium,0,37023.21
Medium,0,39044.07
High,1,51018.45
Low,0,31252.52
High,0,54741.98
High,0,49322.34
High,0,52305.06
High,1,59840.68
Medium,1,43117.08
Medium,0,48134.45
Medium,1,54656.88
Medium,0,46631.47
High,0,51260.11
Medium,1,39920.24
Low,0,32842.61
Medium,1,46944.89
Medium,0,49174.52
High,0,48237.94
Low,0,26314.84
Medium,0,49105.77
Low,0,28848.91
High,1,55104.85
Low,0,26799.58
High,1,55971.19
Low,0,30009.91
Low,0,29962.39
Low,0,30725.65
Medium,0,40173.87
Medium,0,33763.0
Low,0,35755.59
Medium,1,49280.92
Low,0,32863.57
High,1,51423.08
Low,1,40593.25
Medium,0,39653.55
Medium,1,42977.09
High,0,49088.52
High,0,49275.01
High,0,44146.39
Low,0,33873.3
High,0,50812.72
Medium,1,49359.65
High,0,47143.84
Medium,1,47028.02
High,1,54547.26
Medium,1,42888.38
Medium,0,41752.32
Medium,0,43427.74
Medium,0,36977.22
Medium,0,47890.07
Medium,1,43760.89
Medium,0,50932.62
Medium,0,36264.27
Medium,0,38302.43
Low,0,19581.13
High,0,49980.37
Medium,1,51035.71
Low,0,24953.42
Medium,1,48224.11
Low,0,26721.49
Low,0,31559.96
Medium,1,49346.26
Medium,0,51149.69
Low,0,36101.68
Medium,0,38493.46
High,1,47291.93
Low,0,32508.79
Low,0,37197.93
High,1,55263.07
Medium,0,37864.91
Medium,0,44024.91
Low,0,29197.1
Medium,1,43626.84
Medium,0,41580.48
High,0,53765.22
Medium,1,39633.56
Medium,1,36265.07
High,1,49056.24
High,0,45946.32
Low,0,39763.65
High,1,52693.03
Medium,1,47598.52
Medium,0,37157.42
Medium,0,36603.03
Medium,1,50436.44
Low,0,20994.04
Medium,0,46549.47
Medium,1,44975.59
Low,0,30544.82
Medium,0,45413.34
High,1,62093.14
Medium,0,35560.47
Medium,1,37376.07
High,1,46720.81
Medium,1,45097.95
Low,1,30374.66
Medium,1,38580.4
Low,0,32599.46
Medium,1,47940.9
High,1,53701.37
Medium,0,38679.55
Medium,0,41249.79
Medium,1,38860.93
Low,0,32794.86
Medium,1,48814.74
Medium,1,51608.21
Low,0,20870.46
High,1,57559.52
Low,0,32913.33
High,0,58011.55
Medium,0,39023.73
Medium,1,44039.69
Low,0,28859.59
Medium,1,43001.85
High,1,50511.19
Medium,0,34893.67
High,0,46560.99
Medium,0,42260.49
High,0,45512.84
High,1,58154.6
Medium,1,44832.86
Medium,1,47723.85
High,1,58504.15
Low,1,33617.26
High,1,60873.61
Medium,0,45756.43
Medium,1,39115.5
Low,0,26515.23
Medium,0,38352.17
Medium,0,45122.08
High,1,61493.12
Medium,0,41496.88
Low,1,42114.91
High,1,53262.36
Medium,0,47510.75
High,0,54743.36
Medium,0,40877.43
Medium,1,48273.67
Medium,0,45978.57
Medium,1,42792.25
Low,0,26855.49
Low,0,32741.32
High,0,49040.72
Medium,0,40015.73
High,1,62751.66
Low,1,30985.27
High,1,59388.3
Medium,0,41375.38
Medium,0,34455.69
Medium,0,33619.53
High,1,43348.32
Medium,0,37788.82
Medium,0,34631.85
Low,1,35202.11
Medium,1,45913.26
High,1,46449.77
Low,0,19572.62
Medium,1,47758.86
Low,1,32961.67
High,0,45713.94
High,0,48627.98
Medium,1,47208.03
Low,0,34838.48
Medium,1,44919.11
Low,0,31219.17
Medium,1,49604.95
Low,0,34496.7
Medium,0,45674.45
Low,0,23551.83
Low,0,15985.25
Low,0,26052.47
Medium,0,44678.85
Medium,0,39707.46
Low,1,41304.43
Medium,0,33735.33
High,0,46132.64
Low,0,32116.07
High,0,51015.85
Medium,0,41091.01
Low,0,29195.07
Medium,0,39418.49
Medium,0,48326.82
Medium,0,39460.43
Low,0,35423.05
High,1,54811.75
Medium,1,50485.5
Medium,1,44486.15
Low,0,28958.89
Low,0,29452.05
Medium,0,44080.41
Medium,0,32550.25
Medium,1,42915.61
Medium,0,43312.95
Low,0,29375.07
Medium,0,36080.28
Low,0,29439.7
Medium,1,48673.63
Medium,0,45876.7
Medium,0,34559.11
High,1,63466.06
High,0,46473.45
Medium,0,39425.38
Low,1,29851.12
Medium,0,41177.06
Low,0,27501.42
Medium,0,37174.38
High,1,57048.58
Medium,1,44303.8
Medium,0,36692.17
Medium,0,37561.09
High,1,57999.58
Low,0,23565.02
High,1,56554.86
Medium,1,39501.18
Low,0,32742.83
High,0,56802.63
High,1,50774.84
Medium,1,40629.98
High,0,59806.65
Low,0,33962.25
Medium,1,43500.88
Low,0,29604.53
Medium,1,39120.27
Medium,1,34515.66
Low,0,29804.02
Medium,0,37581.46
Low,0,33233.02
Low,0,30063.37
Medium,0,38264.99
Medium,0,38041.42
Medium,1,36583.81
Low,0,24337.62
Medium,0,34528.39
Low,0,33729.33
Medium,0,42929.07
High,0,51120.84
Low,0,38644.57
Medium,0,41241.85
Low,0,30334.46
Medium,1,42455.34
Medium,0,38684.53
High,1,50686.75
Medium,0,45982.69
Medium,1,47397.15
Medium,0,39148.11
Low,0,28960.04
High,1,61360.19
Medium,1,48497.08
Low,0,26109.46
Medium,0,32738.03
Medium,1,43866.99
Low,1,36322.9
Medium,0,31428.93
Medium,1,36266.69
Medium,0,37987.19
Low,0,33787.98
High,1,56079.26
Low,1,35496.1
Medium,0,38328.22
Medium,1,49643.99
Low,0,33524.34
Low,1,44293.72
Low,0,29305.09
Low,0,35935.45
Low,0,28103.07
Medium,1,43304.9
Medium,1,46639.29
Medium,0,38976.67
Low,0,27675.85
High,0,52748.45
Low,0,27207.68
Medium,0,50365.25
Low,0,32130.85
Low,0,32728.59
Medium,1,46926.28
Medium,0,49393.17
Medium,1,52160.31
Medium,0,45329.05
High,0,57473.96
Medium,0,39913.61
Medium,0,45503.84
Low,0,31572.62
Low,0,36046.81
Medium,1,45633.19
Medium,1,46073.58
Medium,1,39864.1
Low,0,23109.74
High,1,60033.12
High,1,56033.66
Medium,1,47206.09
High,1,56513.69
High,0,46109.02
High,1,49280.36
Medium,0,45422.78
Medium,1,47459.37
Low,0,36428.93
Medium,0,34702.97
Medium,1,45376.64
Medium,1,48968.74
Low,1,43994.83
High,0,52289.85
Medium,0,41953.57
Low,0,26585.56
Medium,1,44113.01
High,1,48438.11
High,0,46811.85
Medium,1,50151.46
Low,0,26193.15
Low,0,30208.18
Low,0,27520.17
Low,0,31482.85
Medium,0,36994.14
Medium,1,46814.12
Low,1,36997.8
High,0,46758.67
Medium,0,34008.29
Medium,1,39938.7
Medium,1,48450.4
Medium,0,31791.54
Medium,1,40859.64
Medium,0,40062.36
Medium,1,51241.54
Medium,0,43682.12
High,0,47703.67
High,1,52090.88
Medium,0,39310.33
Low,0,37208.66
High,0,44022.5
Medium,1,39066.42
Medium,0,39597.73
Medium,0,42146.2
Low,0,25397.0
Low,0,33965.89
Low,1,39004.37
Low,0,29754.2
Medium,0,37767.44
Low,0,30840.07
High,1,44366.12
Medium,1,35589.76
Medium,0,42050.4
Low,0,22565.65
Medium,1,41246.61
Low,1,36046.24
Medium,1,49430.1
High,1,56923.76
Medium,0,39554.48
Low,0,29907.05
Medium,1,42926.05
Medium,1,45043.5
Low,0,29413.75
Medium,1,49382.96
High,1,54906.19
Low,0,28104.74
High,1,59276.04
Low,1,35803.26
Low,0,31922.78
Medium,1,37734.07
Low,0,25132.18
Medium,0,40416.04
Low,0,34456.26
Medium,0,43503.36
Low,0,26428.63
Medium,0,41775.63
Medium,0,45585.38
High,0,47929.23
Medium,1,42259.47
Medium,0,43460.17
Medium,0,46569.93
High,1,55783.12
Low,1,28523.38
Medium,1,47548.18
Medium,0,42503.94
Low,0,32257.24
High,0,47146.21
Medium,0,50970.7
Medium,0,48083.43
Medium,0,39339.61
Medium,1,39681.73
High,0,47155.65
High,1,58404.59
Medium,0,42404.72
Low,0,33024.92
Low,0,31760.78
Medium,0,44428.49
High,1,51504.4
Low,0,26025.0
Low,1,36117.9
Low,0,24707.53
Medium,1,37273.61
High,1,55932.05
Low,0,26702.51
Low,1,35555.85
Medium,0,41227.32
High,0,46122.71
High,0,50147.23
Medium,1,42192.28
Low,0,22505.11
Medium,0,42348.27
High,0,56123.69
High,1,56203.82
Medium,1,51958.63
Medium,1,48097.28
High,1,51744.29
Medium,0,40247.22
Low,0,39437.07
Medium,0,36698.41
High,1,55422.58
Medium,1,50006.39
High,1,59277.26
Medium,0,36875.94
Low,0,39763.25
Low,0,30207.02
High,1,54336.25
Medium,1,41709.01
Low,0,36703.77
High,0,44051.36
Medium,1,43366.19
High,1,61090.7
Medium,0,43186.75
Low,0,38436.23
Medium,0,45833.29
High,1,50299.15
Low,0,32523.51
High,1,49108.26
Low,0,33157.11
Medium,0,34773.15
Medium,0,40082.74
High,0,43788.57
Medium,1,42620.53
Medium,0,37646.59
High,0,49371.96
Low,0,34446.38
Low,0,26460.36
Low,1,29391.23
Medium,1,45702.58
Medium,0,43856.88
High,1,53974.21
Medium,0,43018.34
Low,1,34467.39
High,1,54086.3
Low,0,33723.94
High,1,60856.76
Low,0,33024.0
Low,0,30626.18
Medium,0,33379.14
Low,0,30040.19
Low,0,25193.92
Medium,1,46666.79
Low,0,27744.96
Low,0,37788.6
Low,1,41117.73
Medium,0,43023.72
Medium,0,32922.21
Low,0,25852.45
Medium,0,45447.49
Medium,0,39268.84
Medium,1,47643.56
Medium,0,33652.65
Low,0,22201.49
Medium,0,38552.6
High,1,58024.43
Medium,0,32756.57
Low,0,33486.59
Low,1,37614.17
High,1,60515.14
Medium,0,36835.35
Medium,1,51864.63
Low,0,25823.53
High,1,45368.39
Low,0,30376.93
Medium,1,49134.98
Medium,1,41711.11
Medium,0,41271.24
Low,1,40261.4
Low,0,37090.68
High,0,53961.21
Medium,1,43868.35
High,1,54009.6
Medium,1,43156.06
High,1,55274.62
High,1,58824.83
Medium,0,35347.62
Medium,0,37086.0
Medium,1,48583.61
Medium,1,44233.66
Medium,0,40882.7
High,1,58201.71
Low,0,29269.47
Medium,0,35805.28
Medium,1,53149.41
Low,0,31972.59
Medium,0,44754.51
High,0,48901.34
Medium,0,41544.84
High,1,61066.36
Medium,0,41644.67
Medium,1,45234.48
Medium,0,34875.56
Low,1,24920.5
Medium,0,49143.36
Low,0,30106.75
High,1,67220.01
Low,1,37930.03
Low,0,26947.41
Medium,0,39181.26
Medium,1,52895.12
Low,0,37120.18
Low,0,34684.69
High,1,47426.18
Medium,0,32334.38
Low,0,36467.4
Medium,0,43034.75
Low,0,37826.8
Low,0,29642.06
High,1,50275.59
Medium,0,41618.7
Low,1,37310.42
High,1,51159.95
Medium,1,38764.03
Low,1,38326.58
Medium,0,35725.54
High,0,60063.53
Medium,0,48204.49
Medium,0,43884.78
Medium,1,53417.88
Medium,1,47915.61
Medium,0,38905.99
Medium,1,53071.92
Low,0,32709.93
High,1,52985.9
Low,0,24964.98
Medium,0,36602.38
Medium,0,45751.44
Medium,0,39654.78
Medium,1,53904.6
Medium,0,43242.88
Low,0,34020.43
Medium,0,36792.59
High,1,52734.87
High,1,48155.81
Medium,1,41210.05
Medium,1,42141.64
Low,1,34032.87
Medium,1,54911.78
Medium,1,42271.17
Low,0,36626.52
High,1,49512.13
High,0,47270.7
Low,0,31078.0
Medium,0,44982.14
Medium,1,45084.91
Low,0,29074.48
Medium,0,43827.65
Medium,1,45976.54
Low,0,22750.08
Medium,0,47818.51
High,0,51779.35
Medium,0,41019.89
Medium,0,41026.41
Medium,1,37957.55
High,0,42585.16
High,0,59122.28
Low,1,33389.56
High,1,54676.23
Low,1,33477.2
Low,0,31180.13
Medium,0,36810.02
Medium,1,43057.57
Medium,0,39124.74
Medium,0,42248.31
Low,0,33123.93
Low,0,29910.79
Medium,0,30966.54
Low,0,34869.53
Low,0,33250.19
Low,0,23139.33
High,1,54566.12
High,0,48492.17
Low,0,35667.68
Low,1,38259.18
Medium,0,34093.4
High,0,60236.24
Low,1,34981.97
High,1,58667.56
Medium,1,44245.79
High,0,45782.08
Low,0,27495.18
High,0,40853.43
Medium,0,30314.28
High,1,53687.9
Medium,0,36679.48
Medium,0,38558.43
High,0,45406.21
Medium,1,56421.12
Medium,0,41720.71
Medium,0,40251.2
Medium,1,51654.52
High,1,65893.56
Low,0,23565.31
Medium,1,46801.85
High,0,48005.46
Medium,1,47911.39
High,0,50910.17
High,0,45781.1
Medium,1,49998.74
Medium,0,39673.0
High,1,56780.0
High,0,54264.86
High,0,54222.5
Low,0,27342.51
Low,0,28534.76
Medium,0,38370.12
Medium,1,39385.3
Medium,1,44398.91
Low,0,32333.56
Medium,1,40059.84
Medium,1,45476.38
High,0,54773.86
High,1,60479.0
Medium,1,36368.68
Medium,0,27039.98
Medium,1,44360.54
Medium,0,37883.89
Medium,0,33760.5
Medium,0,38635.1
Low,0,26751.31
Medium,1,40810.43
Low,0,26006.85
Low,1,35085.86
Medium,0,28792.91
Low,1,34176.51
Medium,1,59303.79
Low,0,34112.71
Medium,1,42848.34
High,1,60394.89
Medium,1,52164.58
Medium,1,46456.12
High,1,49090.23
Medium,1,40950.48
Low,0,25529.32
Low,0,21995.99
Medium,0,45119.68
Medium,1,55497.64
Low,0,30210.61
High,0,46521.87
Low,1,38443.49
High,1,60818.26
High,1,51517.87
High,1,56313.88
High,0,41395.68
Low,1,35640.02
Medium,0,34993.97
Low,0,31497.8
High,0,47263.26
Medium,1,45069.96
Medium,1,55782.2
High,1,55507.49
Low,1,37392.61
Low,0,29160.71
Medium,0,31206.72
Medium,0,36819.35
Medium,1,42283.82
Medium,0,42901.5
High,1,56921.11
Low,1,36591.36
Medium,0,44485.63
Medium,1,39224.45
Medium,1,55245.96
Medium,0,31603.55
Low,0,23373.46
Low,0,31864.87
Low,0,24560.58
Medium,0,40249.5
Low,1,31372.61
Medium,0,42536.95
Low,0,29811.42
Medium,1,42117.14
High,1,54872.33
Medium,0,50123.29
Medium,1,44575.62
High,0,43031.34
Medium,1,35916.33
High,0,46614.08
Low,0,31221.16
High,0,57275.12
Medium,0,44449.32
Low,0,26096.11
High,1,48322.31
High,1,53965.7
Medium,0,39438.44
High,1,52986.01
Low,0,33201.14
Medium,1,40284.7
Low,1,34071.7
Low,0,31432.12
Medium,0,32164.11
Medium,0,41598.99
Low,0,34812.28
Medium,1,48841.79
Low,0,29868.8
Medium,1,39480.57
Low,0,25647.63
High,0,48948.9
Low,0,30757.46
Medium,1,40030.62
Low,0,31710.51
Medium,1,41848.16
Low,1,33318.17
Medium,1,48280.57
Medium,0,27666.23
High,0,49780.55
Low,0,28833.67
High,0,44691.12
Low,1,44359.54
Low,0,24706.71
Low,1,38914.33
Low,0,33443.06
Medium,1,46881.09
High,1,49449.03
Low,0,33660.89
Medium,1,41413.28
Medium,0,28822.79
Medium,1,44528.37
Medium,0,40651.88
High,0,53754.84
Low,0,26326.92
Medium,0,49144.75
Low,1,34848.47
Medium,0,44696.32
Medium,0,43493.67
Medium,1,47417.14
Low,0,35951.88
Low,0,28780.71
Low,0,32853.41
High,0,49607.58
Low,1,34567.36
Medium,0,36750.82
Low,0,29638.91
High,1,61804.99
Medium,0,43362.45
Low,1,37144.07
High,1,51972.89
Low,0,26886.32
Medium,0,36235.02
Medium,1,51494.02
Medium,1,49297.91
High,1,47326.28
High,1,59822.25
High,1,61064.73
High,1,56164.51
Medium,1,53010.4
Low,1,29763.47
Medium,1,46119.71
Medium,0,46964.13
Low,0,33287.53
Medium,0,49441.07
High,1,51801.6
Low,1,30229.16
High,1,51755.79
Medium,0,38639.05
Low,0,40993.77
High,0,46783.81
High,1,53730.98
Low,0,24104.81
Medium,1,41918.71
Medium,1,45774.89
High,0,38895.5
Low,0,29012.71
Low,0,25519.54
Medium,1,46116.9
Medium,0,45701.63
Medium,0,37812.28
High,1,55696.95
High,1,52535.53
High,1,59808.41
Low,1,33741.9
High,1,60223.92
Medium,0,41098.46
Low,0,37913.2
Medium,1,47539.44
Low,0,30411.49
Medium,0,44736.46
Medium,0,48608.28
Medium,0,47904.91
Low,0,41754.97
Medium,1,44529.04
Low,0,31401.09
High,0,48481.04
Medium,0,35521.16
Low,0,32941.41
Low,0,17660.6
Medium,1,46980.78
Medium,1,51888.55
Medium,1,49137.3
Low,0,33833.11
Medium,1,35832.93
Low,0,38307.06
Medium,1,43102.41
High,0,52791.45
Medium,0,37812.74
Low,0,29112.65
High,1,58978.7
Low,0,36157.66
Medium,0,38828.48
Medium,0,40851.53
Low,0,24347.84
Low,0,35316.91
Low,0,19365.73
High,0,42905.09
High,0,38324.16
Medium,1,43461.48
Low,1,34379.07
High,0,51879.95
Medium,0,45343.75
Medium,0,38298.88
Medium,0,42357.9
Medium,1,37756.49
Medium,0,42946.27
Medium,0,38106.47
Medium,0,38301.28
High,1,54786.53
Medium,0,36288.22
Medium,1,44045.89
Low,0,36434.6
Medium,0,45864.53
Low,0,31009.4
Low,0,28718.51
High,1,51446.04
Low,0,25027.61
Medium,1,50860.48
High,0,49967.07
Medium,0,30491.66
Low,0,23429.2
Medium,0,34883.77
High,0,35204.73
Medium,1,41309.51
Medium,0,28718.53
Medium,1,46334.32
Medium,0,39946.63
Medium,1,49940.39
Medium,0,41814.53
Medium,0,53117.88
Medium,0,38243.57
Low,0,27083.06
Low,1,40415.85
Medium,1,46268.48
Medium,0,40150.1
Medium,0,44990.41
Medium,0,45355.42
Medium,0,30924.73
High,1,54270.12
Medium,1,47232.18
Medium,1,31989.16
Medium,0,35996.47
Medium,1,47549.5
High,0,54919.6
Low,0,28198.59
Medium,0,34537.68
Low,0,30507.37
Low,0,29328.99
Medium,1,41927.4
Low,0,22763.21
Medium,0,37592.6
High,1,47101.43
High,1,51258.9
Low,0,29611.42
Medium,0,36670.53
High,0,59506.83
Low,0,29245.28
Medium,1,49512.58
High,0,50565.31
Low,0,24016.51
High,0,46796.03
Medium,0,39147.14
Low,1,31745.47
Medium,0,39872.94
Medium,1,41712.74
Low,1,35451.85
Medium,1,49806.92
Medium,1,49106.8
Medium,0,41684.96
Low,1,35763.34
High,1,49544.78
Medium,1,50529.08
High,0,40997.69
High,1,53288.24
Medium,0,35489.77
Low,1,38024.08
High,1,63606.68
Medium,0,38235.32
Low,0,38167.9
Medium,1,42486.83
Low,1,31922.57
Low,0,26624.92
Medium,0,46112.46
Low,1,40872.36
High,1,53365.08
High,1,58075.17
Medium,0,37247.41
Low,1,40417.98
Medium,0,37554.21
Medium,1,49612.81
Medium,0,43920.2
Low,0,32316.7
Medium,0,29074.25
